run,model,dish,path,terms,catalog_hits,free_text,hit_rate,rejected,seconds,error,source_recipe,phoenix_project,measured_at
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Linsenbolognese,chefkoch,8,7,1,0.875,0,6.2,,Rote Linsen-Bolognese,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Falafel,chefkoch,5,5,0,1.000,0,5.2,,Das weltbeste Fladenbrot,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Chili sin Carne,chefkoch,13,9,4,0.692,0,7.2,,"Vegetarisch-veganes Chili sin Carne ""SuperNova""",Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Ofengemüse mit Feta,chefkoch,7,7,0,1.000,0,5.7,,Mediterranes Ofengemüse,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Apfelkuchen,chefkoch,6,6,0,1.000,0,4.5,,Apfelkuchen mit Streuseln,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Käsekuchen,chefkoch,9,7,2,0.778,0,6.2,,Russischer Zupfkuchen,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Pizzateig,chefkoch,10,9,1,0.900,0,7.8,,Knusprig dünne Pizza mit Chorizo und Mozzarella,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Waffeln,chefkoch,6,5,1,0.833,0,3.0,,Geheimes Waffelrezept,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Zwetschgendatschi,chefkoch,12,8,4,0.667,0,8.1,,Zwetschgendatschi mit Butterstreuseln,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Marmorkuchen,chefkoch,9,8,1,0.889,0,4.7,,Marmor-Gugelhupf,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Knoblauchsuppe,chefkoch,9,7,2,0.778,0,4.7,,Knoblauchsuppe mit Parmesan,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Spargel mit Sauce Hollandaise,chefkoch,12,9,3,0.750,0,6.9,,"Spargel mit Sauce Hollandaise, gebratenem Schweinefilet und Kartoffelgratin",Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Petersilienpesto,chefkoch,6,5,1,0.833,0,4.2,,Petersilien-Pesto,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Toast Hawaii,chefkoch,5,5,0,1.000,0,4.6,,Hawaii Toast,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Gefüllte Paprika,chefkoch,10,9,1,0.900,0,4.6,,Gefüllte Paprika nach Uroma Susanne,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Lauchkuchen,chefkoch,5,5,0,1.000,0,4.6,,Lauchkuchen vom Blech,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Lasagne,chefkoch,8,7,1,0.875,0,6.1,,Vegetarische Spinat-Gemüse-Lasagne mit Tomatensoße,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Risotto,chefkoch,7,7,0,1.000,0,6.1,,Risotto alla milanese,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Gulasch,chefkoch,13,9,4,0.692,0,8.2,,Hirschgulasch,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Bratkartoffeln,chefkoch,2,2,0,1.000,0,2.4,,Knusprige Bratkartoffeln nach Muttis Rezept,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Kaiserschmarrn,chefkoch,11,9,2,0.818,0,6.3,,Kaiserschmarrn - Tiroler Landgasthofrezept,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Hühnerfrikassee,chefkoch,11,8,3,0.727,0,5.7,,Hühnerfrikassee,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Auflauf,chefkoch,14,13,1,0.929,0,9.3,,Vegetarische Spinat-Gemüse-Lasagne mit Tomatensoße,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Salat,chefkoch,12,11,1,0.917,0,8.2,,KFC Coleslaw,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Suppe,chefkoch,10,7,3,0.700,0,7.2,,Erbseneintopf nach Bundeswehrrezept,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Eintopf,chefkoch,11,8,3,0.727,0,9.7,,Erbseneintopf nach Bundeswehrrezept,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Salat als ganzer Satz,chefkoch,13,12,1,0.923,0,7.8,,KFC Coleslaw,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Nudeln mit Pesto,chefkoch,6,6,0,1.000,0,4.7,,Spaghetti mit Tomaten-Pesto,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Käse Lauch Suppe,chefkoch,7,1,6,0.143,0,4.7,,Käse-Lauch-Suppe mit Hackfleisch,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Käse-Lauch-Suppe,chefkoch,5,5,0,1.000,0,5.7,,Käse-Lauch-Suppe mit Hackfleisch,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Spagetti Bolognese,chefkoch,11,11,0,1.000,0,7.2,,Die echte Sauce Bolognese,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Kartoffelpürree,chefkoch,11,8,3,0.727,0,7.8,,Schweinefilet auf Süßkartoffelpüree mit Lebkuchenjus und Rosenkohl,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Broccoliauflauf,chefkoch,5,5,0,1.000,0,2.9,,Brokkoliauflauf,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Cordon bleu,chefkoch,4,4,0,1.000,0,3.1,,Cordon bleu - das Original aus der Schweiz,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Schrumpelfrikandel,llm,7,5,2,0.714,0,4.0,,,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Zwuckelpfanne mit Gnubbeln,llm,8,7,1,0.875,0,5.2,,,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Glibberschmarrn,llm,8,7,1,0.875,1,6.1,,,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Ratatouille,recipe,0,7,0,,0,5.0,,,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Quesadillas,recipe,0,4,0,,0,3.4,,,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Kartoffelsalat,recipe,0,9,3,,0,4.6,,,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Rouladen,chefkoch,10,10,0,1.000,0,26.6,,Rinderrouladen klassisch,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Frikadellen,chefkoch,14,10,4,0.714,0,30.6,,Omas beste Frikadellen,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Grünkohl mit Pinkel,chefkoch,10,7,3,0.700,0,17.8,,Grünkohl mit Pinkel nach Ammerländer Art,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Maultaschen,chefkoch,4,4,0,1.000,0,9.2,,Überbackene Maultaschen,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Semmelknödel,chefkoch,6,6,0,1.000,0,10.0,,Serviettenknödel,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Königsberger Klopse,chefkoch,18,16,1,0.889,0,35.5,,Königsberger Klopse,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Sauerbraten,chefkoch,6,5,1,0.833,0,21.4,,Rindsschmorbraten mit Essig und Rahm,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Rotkohl,chefkoch,5,5,0,1.000,0,19.2,,"Blaukraut oder Rotkohl, klassisch",Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Chili con Carne,chefkoch,11,9,2,0.818,0,23.6,,Chili con Carne à la Benjo,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Moussaka,chefkoch,12,12,0,1.000,0,21.8,,Moussaka,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Gnocchi mit Salbeibutter,chefkoch,6,6,0,1.000,0,17.8,,Selbstgemachte Gnocchi in Salbei-Butter,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Shakshuka,chefkoch,7,7,0,1.000,0,14.3,,Shakshuka,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Paella,chefkoch,12,8,4,0.667,0,0.1,,Paella mit Meeresfrüchten,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Quiche Lorraine,chefkoch,6,6,0,1.000,0,18.7,,Majas Quiche Lorraine in verschiedenen Variationen,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Tortilla Espanola,chefkoch,3,3,0,1.000,0,6.0,,Tortilla Espanola,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Pho Bo,chefkoch,18,12,5,0.667,0,31.8,,Pho Bo - Vietnamesische Rindfleischsuppe,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Bibimbap,chefkoch,8,7,1,0.875,0,14.7,,Bibimbap nach Art des Hauses,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Pad Thai,chefkoch,10,6,4,0.600,0,14.7,,Pad Thai,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Ramen,chefkoch,15,12,3,0.800,0,36.9,,Ramen – Japanische Nudelsuppe mit Hühnerbrühe und Schweinefilet,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Tom Kha Gai,chefkoch,13,8,5,0.615,0,38.2,,Tom Kha Gai - die berühmte Hühnersuppe mit Kokosmilch und Galgant,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Massaman Curry,chefkoch,11,10,1,0.909,0,28.6,,Annas Massaman-Curry,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Okonomiyaki,chefkoch,6,4,2,0.667,0,21.3,,Okonomiyaki Osaka-Style,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Gemüselasagne,chefkoch,14,14,0,1.000,0,38.5,,Vegetarische Spinat-Gemüse-Lasagne mit Tomatensoße,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Kichererbsencurry,chefkoch,11,8,3,0.727,0,34.2,,Kichererbsen-Curry Chana Masala,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Linsenbolognese,chefkoch,9,8,1,0.889,0,20.3,,Rote Linsen-Bolognese,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Falafel,chefkoch,4,3,1,0.750,0,14.3,,Das weltbeste Fladenbrot,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Chili sin Carne,chefkoch,14,11,3,0.786,0,28.3,,"Vegetarisch-veganes Chili sin Carne ""SuperNova""",Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Ofengemüse mit Feta,chefkoch,7,7,0,1.000,0,20.7,,Mediterranes Ofengemüse,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Apfelkuchen,chefkoch,6,6,0,1.000,0,9.3,,Apfelkuchen mit Streuseln,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Käsekuchen,chefkoch,9,8,1,0.889,0,18.8,,Russischer Zupfkuchen,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Pizzateig,chefkoch,6,5,1,0.833,0,11.4,,Knusprig dünne Pizza mit Chorizo und Mozzarella,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Waffeln,chefkoch,7,7,0,1.000,0,13.2,,Geheimes Waffelrezept,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Zwetschgendatschi,chefkoch,7,6,1,0.857,0,10.8,,Zwetschgendatschi mit Butterstreuseln,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Marmorkuchen,chefkoch,10,10,0,1.000,0,13.2,,Marmor-Gugelhupf,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Knoblauchsuppe,chefkoch,8,7,1,0.875,0,11.8,,Knoblauchsuppe mit Parmesan,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Spargel mit Sauce Hollandaise,chefkoch,13,8,5,0.615,0,25.7,,"Spargel mit Sauce Hollandaise, gebratenem Schweinefilet und Kartoffelgratin",Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Petersilienpesto,chefkoch,5,4,1,0.800,0,10.9,,Petersilien-Pesto,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Toast Hawaii,chefkoch,5,5,0,1.000,0,10.4,,Hawaii Toast,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Gefüllte Paprika,chefkoch,10,10,0,1.000,0,15.4,,Gefüllte Paprika nach Uroma Susanne,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Lauchkuchen,chefkoch,5,5,0,1.000,0,14.3,,Lauchkuchen vom Blech,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Lasagne,chefkoch,14,14,0,1.000,0,27.3,,Vegetarische Spinat-Gemüse-Lasagne mit Tomatensoße,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Risotto,chefkoch,7,4,3,0.571,0,15.0,,Risotto alla milanese,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Gulasch,chefkoch,15,8,7,0.533,0,32.9,,Hirschgulasch,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Bratkartoffeln,chefkoch,2,2,0,1.000,0,11.1,,Knusprige Bratkartoffeln nach Muttis Rezept,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Kaiserschmarrn,chefkoch,8,8,0,1.000,0,13.7,,Kaiserschmarrn - Tiroler Landgasthofrezept,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Hühnerfrikassee,chefkoch,11,9,2,0.818,0,24.2,,Hühnerfrikassee,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Auflauf,chefkoch,14,14,0,1.000,0,32.1,,Vegetarische Spinat-Gemüse-Lasagne mit Tomatensoße,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Salat,chefkoch,7,6,1,0.857,0,16.5,,KFC Coleslaw,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Suppe,chefkoch,11,9,2,0.818,0,29.3,,Erbseneintopf nach Bundeswehrrezept,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Eintopf,chefkoch,11,9,2,0.818,0,34.6,,Erbseneintopf nach Bundeswehrrezept,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Salat als ganzer Satz,chefkoch,9,8,1,0.889,0,21.0,,KFC Coleslaw,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Nudeln mit Pesto,chefkoch,7,5,2,0.714,0,18.5,,Spaghetti mit Tomaten-Pesto,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Käse Lauch Suppe,chefkoch,6,6,0,1.000,0,22.1,,Käse-Lauch-Suppe mit Hackfleisch,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Käse-Lauch-Suppe,chefkoch,6,6,0,1.000,0,20.7,,Käse-Lauch-Suppe mit Hackfleisch,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Spagetti Bolognese,chefkoch,11,10,1,0.909,0,29.3,,Die echte Sauce Bolognese,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Kartoffelpürree,chefkoch,9,8,1,0.889,0,25.0,,Schweinefilet auf Süßkartoffelpüree mit Lebkuchenjus und Rosenkohl,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Broccoliauflauf,chefkoch,5,5,0,1.000,0,9.1,,Brokkoliauflauf,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Cordon bleu,chefkoch,4,4,0,1.000,0,8.7,,Cordon bleu - das Original aus der Schweiz,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Schrumpelfrikandel,llm,6,6,0,1.000,0,15.5,,,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Zwuckelpfanne mit Gnubbeln,llm,5,4,1,0.800,0,18.6,,,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Glibberschmarrn,llm,1,1,0,1.000,0,4.5,,,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Ratatouille,recipe,0,10,1,,0,28.4,,,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Quesadillas,recipe,0,4,0,,0,15.3,,,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Kartoffelsalat,recipe,0,7,4,,0,29.2,,,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Schnitzel mit Pommes,chefkoch,6,4,2,0.667,0,9.5,,Pikante Paprikasoße,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Kartoffelpuffer,chefkoch,4,4,0,1.000,0,8.3,,Großmutters Reibekuchen,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Linsensuppe mit Würstchen,chefkoch,9,9,0,1.000,0,24.2,,Clints Linseneintopf mit Wiener Würstchen,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Kohlrouladen,chefkoch,7,6,1,0.857,0,19.8,,Omas Kohlrouladen,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Schweinebraten,chefkoch,11,10,1,0.909,0,26.1,,"Schweinebraten, resche Kruste, leckere Soße",Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Spinat mit Spiegelei und Kartoffeln,chefkoch,7,7,0,1.000,0,20.4,,"Spinat, Spiegelei und Salzkartoffeln",Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Hackbraten,chefkoch,13,9,4,0.692,0,22.1,,Omas beste Frikadellen,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Zwiebelkuchen,chefkoch,8,8,0,1.000,0,16.0,,Schwäbischer Zwiebelkuchen,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Carbonara,chefkoch,6,6,0,1.000,0,14.4,,Spaghetti alla carbonara,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Coq au Vin,chefkoch,12,12,0,1.000,0,30.1,,Knuspriger Coq au vin aus dem Backofen,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Hähnchen Tikka Masala,chefkoch,9,9,0,1.000,0,22.6,,Indisches Chicken-Mango-Curry,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Pulled Pork,chefkoch,14,12,2,0.857,0,38.6,,NT-Schweinefilet im Speckmantel mit Champignons und Spätzle,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Fajitas,chefkoch,11,11,0,1.000,0,27.3,,"Fajitas mit Tortillas, Kidneybohnen, Sauerrahm und Guacamole",Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Minestrone,chefkoch,17,14,3,0.824,0,36.7,,Italienische Minestrone,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Souvlaki,chefkoch,3,3,0,1.000,0,14.3,,Souvlaki mit Tsatsiki,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Laksa,chefkoch,9,8,1,0.889,0,28.4,,Singapur Laksa,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Rendang,chefkoch,12,10,2,0.833,0,31.5,,Rendang,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Butter Chicken,chefkoch,12,12,0,1.000,0,36.1,,Indisches Butter Chicken aus dem Ofen,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Gyoza,chefkoch,9,6,3,0.667,0,33.7,,Gyoza,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Kimchi Jjigae,chefkoch,7,6,1,0.857,0,26.3,,Kimchi-Jjigae,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Tacos al Pastor,chefkoch,16,15,1,0.938,0,40.7,,Taco al Pastor & Fajitas de Casa,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Ceviche,chefkoch,7,3,4,0.429,0,22.7,,Ceviche mit Mango-Avocado-Tatar à la Gabi,Zettel Eval Qwen 128,2026-09-05T09:41:00
2026-09-05-qwen-128,Qwen3.8-27B-Instruct,Kürbissuppe,chefkoch,9,8,1,0.889,0,29.0,,Kürbis-Karotten-Kokos-Ingwer Suppe,Zettel Eval Qwen 128,2026-09-05T09:41:00
